typing_speed_wpm,avg_keystroke_interval_ms,backspace_ratio,pause_frequency_per_min,mouse_velocity_px_s,mouse_distance_px,click_frequency_per_min,idle_time_seconds,error_rate,response_time_seconds,retry_count,context_switches_per_min,cognitive_load
71.71,225.77,0.0699,4,343.89,1773.0,14.8,7.47,0.028,3.12,0,1,0
34.93,310.48,0.1675,10,190.01,2380.92,30.22,15.84,0.2233,15.62,5,7,2
30.08,405.95,0.2148,13,179.94,3257.67,37.57,12.94,0.2142,11.78,3,6,2
57.78,254.7,0.0587,4,262.32,1903.18,17.55,4.33,0.1226,7.43,1,3,1
89.6,187.64,0.0674,4,423.45,1476.22,12.25,3.81,0.0192,3.16,0,0,0
73.5,186.12,0.0673,0,452.36,884.47,14.27,4.74,0.0,5.95,0,3,0
70.34,242.37,0.0633,3,475.66,967.1,15.18,2.16,0.0568,4.65,1,4,0
40.49,277.91,0.2513,5,207.48,1808.24,28.13,15.11,0.2079,13.88,3,10,2
41.67,201.2,0.1372,5,245.56,2254.36,21.68,5.62,0.0725,8.46,2,2,1
49.7,153.36,0.053,0,500.03,1365.81,9.61,3.53,0.0202,7.58,1,2,0
71.08,186.53,0.0399,3,461.3,1269.08,18.41,3.07,0.0471,3.86,1,2,0
30.39,331.54,0.2355,19,237.53,2030.93,33.13,15.71,0.1728,17.4,7,8,2
50.2,241.26,0.0657,1,392.31,1375.66,16.23,8.19,0.0399,6.34,0,1,0
60.29,152.72,0.0315,1,394.51,1791.89,17.83,3.2,0.0375,5.29,0,0,0
68.05,130.54,0.068,2,504.87,1151.64,13.82,4.67,0.0747,4.07,1,6,0
37.46,433.61,0.133,14,162.51,1817.58,37.61,18.95,0.143,15.5,3,9,2
30.63,319.71,0.1282,4,337.9,2270.93,27.71,4.02,0.1631,7.71,3,5,1
16.54,355.56,0.113,17,196.12,2155.26,19.49,12.47,0.2144,22.9,6,6,2
39.7,335.86,0.3069,10,158.25,2021.35,25.51,13.65,0.2196,9.97,5,7,2
8.34,428.99,0.1673,10,256.41,2989.04,38.91,10.61,0.1691,6.05,7,7,2
31.83,352.95,0.17,10,253.27,1550.43,20.17,10.02,0.2189,20.95,8,10,2
19.72,258.11,0.1791,6,194.44,2299.1,36.78,13.7,0.2131,13.12,3,7,2
58.86,228.34,0.0254,5,498.61,1228.11,9.69,3.1,0.0855,5.14,0,0,0
37.99,245.38,0.1678,3,302.86,1611.52,20.45,6.76,0.1521,6.55,4,3,1
65.14,196.62,0.0606,2,466.0,1350.28,16.35,5.99,0.0476,4.91,1,2,0
26.04,263.36,0.1943,22,185.81,2645.1,38.69,21.11,0.2234,17.39,6,11,2
36.38,260.49,0.196,12,181.39,1962.97,14.64,16.94,0.2114,11.15,4,5,2
19.08,356.89,0.1606,15,252.75,2783.31,24.5,7.89,0.2446,22.26,6,5,2
53.66,280.83,0.1165,5,295.55,1801.89,23.97,9.25,0.0793,7.23,3,2,1
42.04,261.58,0.0904,6,247.62,2186.61,25.04,11.86,0.1045,7.8,1,4,1
78.78,173.74,0.0089,1,365.33,1364.78,12.91,6.24,0.0303,3.68,0,3,0
18.2,273.25,0.1747,14,193.94,2423.11,9.52,13.69,0.1212,13.84,5,8,2
51.22,255.51,0.059,9,368.27,1781.5,18.62,11.33,0.0939,6.87,1,4,1
52.01,239.5,0.0828,4,393.76,1947.01,14.53,5.72,0.0421,8.5,3,5,1
38.55,238.48,0.0648,6,312.23,1092.53,18.32,11.69,0.1293,5.95,0,3,1
39.74,270.45,0.1495,9,201.08,2506.03,26.51,9.05,0.2081,10.94,1,8,2
61.51,207.69,0.063,3,355.11,1156.35,13.1,6.16,0.01,4.27,1,1,0
54.22,207.08,0.0,1,391.83,1106.27,15.1,6.64,0.0798,4.19,2,0,0
59.5,219.86,0.0868,4,421.99,1257.21,15.92,5.26,0.0648,4.48,1,1,0
56.41,210.97,0.0458,4,312.56,979.76,15.96,2.48,0.0092,2.17,0,1,0
44.94,282.36,0.1541,7,160.76,2569.42,18.93,14.93,0.2293,16.46,3,16,2
21.53,348.19,0.2056,12,252.89,2507.89,40.0,17.61,0.1546,20.82,6,11,2
50.64,278.27,0.063,6,302.58,2067.89,29.31,10.67,0.0585,5.52,2,3,1
34.51,346.05,0.1338,2,168.1,2086.08,31.05,15.18,0.136,13.13,5,8,2
71.11,194.92,0.0639,2,257.15,1467.94,14.18,3.57,0.0365,4.0,1,1,0
28.7,189.89,0.0921,6,236.59,2141.86,17.57,12.23,0.0744,5.45,3,2,1
52.94,225.21,0.0548,0,549.57,918.96,15.78,5.69,0.0256,4.07,1,3,0
57.63,143.22,0.0174,0,277.6,927.62,14.28,2.69,0.0329,3.46,1,1,0
15.93,291.87,0.1313,6,146.4,1703.0,29.61,15.22,0.1559,20.71,2,11,2
40.1,486.45,0.158,14,100.4,2900.68,26.46,16.59,0.1679,20.09,3,7,2
61.59,272.98,0.0798,7,219.63,1553.66,26.68,11.4,0.1209,11.01,2,5,1
47.87,199.48,0.0405,1,383.06,1220.55,13.07,3.66,0.0798,4.18,1,3,0
42.86,315.53,0.1089,10,217.76,1863.87,30.5,12.91,0.2933,11.44,3,7,2
73.59,128.53,0.0575,0,369.15,1433.74,14.8,4.21,0.0447,3.28,0,1,0
43.37,316.94,0.034,7,320.63,1538.39,21.23,7.58,0.0855,7.27,3,1,1
26.06,277.77,0.212,6,173.69,2902.21,26.94,15.11,0.2035,10.9,8,12,2
27.79,414.03,0.1067,9,180.54,2153.65,35.57,15.61,0.2322,18.9,1,11,2
19.38,442.93,0.1621,17,259.31,2042.52,21.27,14.71,0.1583,13.08,4,5,2
29.57,272.24,0.2397,7,246.04,3160.88,26.4,5.43,0.2268,15.75,6,3,2
69.43,166.27,0.0684,4,393.22,1484.89,9.07,4.25,0.0388,6.83,0,1,0
53.89,288.81,0.054,4,291.96,1852.32,32.02,4.39,0.142,7.73,0,8,1
53.78,270.53,0.0909,6,335.5,1720.86,27.85,10.71,0.0968,7.96,2,7,1
43.18,180.36,0.0362,1,305.57,992.81,15.57,3.27,0.0425,4.98,0,3,0
59.16,142.66,0.0541,3,542.23,1786.03,19.38,3.74,0.0174,4.32,0,2,0
50.13,220.43,0.1398,8,250.94,1459.61,18.83,7.56,0.0606,6.96,1,9,1
58.23,158.63,0.0709,3,333.72,1454.92,23.1,2.25,0.0468,3.72,1,1,0
54.52,217.61,0.1124,6,325.24,2197.93,20.73,6.25,0.0977,7.65,1,4,1
75.95,257.59,0.0473,4,436.19,1450.93,22.11,5.37,0.0253,2.33,0,1,0
43.11,304.72,0.113,11,203.25,2704.37,30.47,10.65,0.1527,13.65,4,9,2
25.91,393.34,0.2715,8,238.85,3063.33,26.86,14.35,0.1562,6.51,2,12,2
49.58,323.43,0.1584,1,352.98,1769.7,23.88,8.4,0.1417,9.61,1,3,1
55.91,239.71,0.1129,5,263.51,1896.68,20.1,9.21,0.0639,7.87,1,5,1
74.14,244.87,0.0663,2,350.28,1205.05,15.84,2.52,0.016,3.59,0,4,0
71.38,243.94,0.0276,1,310.93,1360.03,21.16,2.22,0.0396,4.03,1,2,0
70.59,146.82,0.0584,0,487.83,1522.57,20.41,3.31,0.0752,4.89,0,2,0
58.23,84.47,0.0464,2,449.48,1353.9,11.82,5.33,0.0276,4.16,0,1,0
32.89,334.28,0.1166,13,149.03,2116.52,25.09,14.43,0.2168,13.36,8,9,2
41.02,301.3,0.037,7,215.21,2079.33,16.58,9.14,0.1149,2.47,2,1,1
59.09,263.02,0.1012,3,248.3,2006.83,23.89,7.9,0.1161,6.64,3,8,1
48.13,312.66,0.1252,9,333.39,1628.21,23.69,5.08,0.1084,10.17,0,1,1
78.51,136.98,0.049,2,455.7,922.05,16.43,3.76,0.0525,4.99,1,0,0
79.04,167.33,0.0142,3,347.73,1214.46,15.73,5.53,0.0589,6.88,1,1,0
61.11,198.71,0.0486,2,474.06,1466.49,14.41,4.94,0.0408,4.14,2,1,0
82.01,179.71,0.0307,3,475.97,1404.55,14.53,2.32,0.0546,4.38,2,0,0
48.17,262.0,0.1034,5,376.56,2223.14,14.54,9.76,0.0715,8.77,2,5,1
28.59,173.67,0.0,4,207.52,2159.96,15.74,4.73,0.1149,7.83,2,3,1
61.25,226.88,0.0718,2,571.18,1926.87,13.11,4.03,0.0272,5.46,1,0,0
64.54,289.29,0.0985,3,280.32,2035.71,11.03,3.75,0.1212,7.85,1,2,1
39.76,350.07,0.1693,11,202.92,2417.1,30.99,14.91,0.1219,6.79,4,7,2
60.96,245.4,0.0982,8,263.19,2128.48,22.34,13.19,0.0911,4.58,2,5,1
47.8,263.17,0.082,6,369.1,1978.26,33.63,11.16,0.0896,3.93,5,0,1
30.28,339.71,0.2084,14,242.79,2608.35,32.86,12.6,0.2671,11.12,4,6,2
38.78,191.31,0.109,5,216.89,1761.72,22.37,6.1,0.1329,6.26,2,6,1
18.29,393.95,0.2251,20,242.04,2582.41,38.32,10.64,0.2281,20.36,6,8,2
53.06,233.1,0.1445,9,327.16,2111.25,19.71,9.28,0.0903,8.11,2,4,1
51.29,227.15,0.1283,4,333.3,1928.03,22.41,10.47,0.1057,9.12,3,1,1
48.65,224.87,0.077,4,382.94,1627.56,28.01,7.35,0.0536,5.42,0,3,1
30.36,340.73,0.1468,13,137.65,1842.01,26.12,12.67,0.112,18.72,3,15,2
44.12,214.76,0.0337,3,443.0,873.91,18.86,5.55,0.0501,5.05,1,0,0
52.89,336.9,0.0415,5,273.6,1820.65,23.45,6.57,0.0663,6.25,2,4,1
74.32,175.6,0.0908,4,536.38,978.62,16.22,2.47,0.0255,5.05,2,1,0
60.29,268.33,0.1197,6,350.11,1929.78,10.85,7.32,0.1039,8.57,1,6,1
37.62,349.41,0.1437,9,194.27,1588.71,43.24,16.52,0.1804,16.4,1,14,2
31.37,392.96,0.2341,8,159.5,2236.47,15.34,11.22,0.2862,12.82,3,10,2
42.28,297.05,0.1849,19,145.98,2410.19,24.79,14.35,0.1761,9.58,5,11,2
68.74,200.87,0.0598,4,355.11,1082.06,25.85,1.51,0.0716,3.62,0,3,0
47.02,337.29,0.0598,7,317.87,1905.72,17.81,4.28,0.0616,7.86,0,3,1
42.01,181.29,0.0689,1,298.96,1198.31,16.38,3.63,0.0388,2.9,1,2,0
79.66,223.53,0.0845,1,391.57,1325.11,9.52,3.94,0.0,4.15,1,2,0
60.37,162.25,0.0099,2,343.71,1311.63,19.34,4.11,0.0479,1.76,2,1,0
57.75,140.56,0.1798,5,297.53,2216.16,13.0,8.89,0.1086,9.89,0,3,1
56.99,241.65,0.1318,5,291.6,2025.34,25.3,5.88,0.0103,7.73,2,1,1
57.49,179.04,0.0179,1,446.0,978.8,17.34,7.17,0.0,4.6,1,2,0
36.01,375.09,0.1157,10,222.52,2791.96,34.16,15.6,0.1334,9.72,4,8,2
31.83,389.75,0.1613,14,122.55,2880.46,29.2,12.8,0.2253,15.31,6,9,2
59.56,228.59,0.1072,3,408.34,1572.56,19.88,5.02,0.1008,7.61,1,2,1
36.83,254.25,0.1661,12,289.96,2385.67,19.88,0.0,0.085,9.66,1,5,1
48.91,245.83,0.0812,2,254.15,1891.36,15.67,10.84,0.1277,8.56,1,3,1
77.82,181.91,0.0577,2,362.29,792.34,9.92,3.71,0.0438,3.0,0,3,0
59.8,181.55,0.0688,2,455.23,734.21,12.33,5.68,0.0242,1.65,1,2,0
39.94,392.49,0.1971,11,215.06,2899.37,26.64,9.38,0.1958,18.0,5,6,2
50.82,213.99,0.1132,4,460.98,1501.26,27.25,0.69,0.0971,7.65,2,4,1
35.27,340.28,0.1953,9,191.58,3190.77,42.53,16.62,0.2263,11.84,3,14,2
32.41,335.57,0.0782,8,229.16,1784.8,39.96,9.39,0.1909,15.65,3,7,2
36.78,401.71,0.2294,6,276.76,2239.92,30.49,13.45,0.2664,17.8,4,7,2
61.31,191.8,0.0578,1,488.1,1448.97,25.61,2.39,0.0015,6.36,0,1,0
63.23,188.65,0.037,1,365.06,1001.99,13.52,4.4,0.0,4.53,1,1,0
50.72,192.86,0.0444,1,368.91,1299.42,14.51,4.75,0.0082,4.68,2,2,0
37.84,436.08,0.1344,6,240.59,2453.7,31.16,16.07,0.2486,21.75,4,6,2
67.99,214.66,0.01,2,337.43,1052.82,10.51,4.66,0.0219,6.35,4,2,0
64.97,182.49,0.0532,4,410.09,1723.08,18.74,3.74,0.0479,5.18,0,1,0
25.2,307.21,0.1281,17,261.48,2623.89,31.62,12.62,0.23,11.15,6,9,2
34.22,254.83,0.1185,3,325.98,2246.85,15.41,4.94,0.0863,7.66,0,3,1
40.7,218.67,0.3037,12,200.34,2251.53,17.92,8.35,0.22,18.0,3,11,2
43.0,228.47,0.1034,5,371.84,2093.82,20.04,6.59,0.0853,5.43,2,2,1
47.31,215.82,0.0971,6,307.1,1038.34,21.17,8.81,0.0474,9.04,2,6,1
54.01,197.97,0.1345,10,260.42,1985.93,30.49,6.34,0.0645,6.74,0,2,1
56.27,161.43,0.0341,1,343.09,1697.25,22.89,5.33,0.0404,4.56,4,1,0
66.7,145.04,0.057,4,334.22,1615.49,8.46,4.56,0.0291,2.96,1,3,0
62.16,273.47,0.1138,7,257.13,1276.24,23.98,9.11,0.0908,9.08,1,5,1
50.17,205.74,0.0535,2,345.5,884.97,11.43,5.52,0.0143,5.62,1,1,0
36.72,356.97,0.1921,11,183.55,2688.92,22.13,18.87,0.0808,5.56,5,9,2
39.29,204.07,0.0303,2,256.18,1963.84,23.07,7.56,0.1357,10.32,0,2,1
61.85,270.92,0.0956,4,255.51,1738.61,18.82,7.87,0.074,7.78,1,7,1
53.93,226.76,0.0555,9,296.31,1842.9,34.46,8.92,0.0573,6.4,2,4,1
39.17,390.6,0.1435,9,228.09,1963.82,27.8,11.11,0.2112,10.93,4,8,2
39.18,354.04,0.1736,9,272.74,1808.57,28.79,10.95,0.2826,8.78,5,6,2
22.36,399.79,0.2272,9,176.65,2530.49,22.3,7.63,0.0784,15.98,3,10,2
49.62,237.44,0.0091,7,326.97,1519.98,15.6,9.54,0.0566,7.84,0,2,1
48.31,264.23,0.1121,1,414.61,1693.07,20.82,5.09,0.11,7.46,1,5,1
52.96,335.31,0.0792,4,286.99,2142.84,19.46,9.7,0.1154,9.45,1,0,1
31.82,405.63,0.2589,13,110.3,2070.95,32.29,9.49,0.1301,12.97,2,10,2
26.12,521.59,0.0968,13,230.25,2164.14,33.16,7.92,0.2358,9.56,6,8,2
22.4,239.34,0.0382,9,282.08,2264.63,19.61,1.24,0.1221,3.91,3,4,1
51.01,152.25,0.0944,5,352.75,1259.78,22.05,7.34,0.1808,7.54,2,0,1
51.64,288.66,0.0758,8,286.29,1557.33,27.68,10.03,0.1123,7.92,1,2,1
78.44,162.12,0.083,1,434.76,1358.56,15.35,1.49,0.0607,4.27,1,2,0
54.77,90.39,0.0889,3,453.08,1127.7,11.89,5.07,0.0383,2.73,0,0,0
85.44,156.87,0.0147,6,462.21,1552.49,15.73,4.85,0.0556,5.34,0,1,0
68.08,184.32,0.0591,2,462.92,1044.47,13.13,4.94,0.0566,3.74,1,1,0
23.48,291.97,0.1274,9,169.09,2735.79,34.72,13.35,0.1862,12.11,2,8,2
56.43,319.35,0.0666,7,259.44,2407.33,12.6,12.61,0.113,8.8,2,3,1
26.95,269.23,0.263,8,98.43,2603.66,30.0,6.77,0.2089,12.76,0,7,2
29.6,380.09,0.1294,14,173.4,2727.68,32.05,15.65,0.1051,12.04,2,6,2
39.68,251.26,0.1297,6,337.73,1499.01,15.45,7.33,0.1133,8.14,0,3,1
66.89,218.44,0.1221,8,349.84,1879.48,26.35,10.27,0.1139,12.55,3,3,1
16.8,275.57,0.0968,13,226.82,1992.55,29.16,19.16,0.1479,13.05,6,6,2
44.84,293.11,0.07,4,323.57,2027.91,15.38,4.84,0.1038,9.0,0,9,1
59.57,247.48,0.1404,6,362.64,1485.84,21.75,8.63,0.0601,4.74,0,1,1
46.8,227.05,0.1017,3,295.57,2239.15,15.73,2.64,0.1503,7.82,1,2,1
38.01,346.26,0.1548,7,199.1,1752.68,16.45,13.21,0.1554,15.53,8,15,2
70.82,184.08,0.0,2,424.27,1028.78,17.18,0.23,0.0077,6.15,0,2,0
65.85,189.4,0.0511,2,348.91,1255.24,9.55,2.3,0.0563,4.62,0,2,0
35.31,333.76,0.2292,12,150.18,2424.47,37.47,10.47,0.1855,8.1,2,10,2
57.77,162.38,0.0313,3,456.21,1394.63,11.29,4.22,0.0105,5.39,1,0,0
65.5,191.67,0.0671,4,410.25,871.18,17.7,4.43,0.0621,6.75,1,2,0
27.25,425.76,0.1714,7,207.54,2028.59,25.4,14.68,0.2027,14.05,5,8,2
61.47,190.93,0.062,2,348.23,1327.9,18.2,6.29,0.0215,4.26,0,3,0
72.22,167.72,0.0371,3,503.42,1393.07,11.71,6.09,0.0278,3.78,0,1,0
59.31,191.46,0.0088,2,477.87,1571.86,16.03,3.5,0.0176,4.21,0,4,0
24.85,352.1,0.3115,15,59.36,2020.77,32.67,16.95,0.166,14.29,3,16,2
31.48,315.1,0.1078,11,148.91,2570.77,28.18,10.18,0.1903,11.75,5,8,2
35.7,359.35,0.1558,7,210.75,1908.08,34.34,19.07,0.2264,15.04,3,9,2
46.87,137.85,0.022,2,362.37,1343.81,16.12,5.6,0.0405,5.41,0,1,0
44.81,247.74,0.1033,3,236.17,2119.16,13.19,6.99,0.193,8.99,1,3,1
34.75,380.86,0.1141,12,296.63,2452.06,25.42,18.78,0.1882,11.02,2,8,2
55.51,277.04,0.0169,5,210.86,1202.11,18.89,10.2,0.0818,7.12,2,4,1
58.9,149.66,0.0,0,470.2,1318.3,18.23,5.74,0.0164,5.44,0,4,0
26.68,364.97,0.1199,11,264.08,2623.36,20.47,12.95,0.3048,19.78,3,13,2
44.48,139.46,0.0456,4,361.95,1743.59,21.46,13.61,0.1021,7.85,1,7,1
36.98,243.13,0.0666,5,355.92,1602.13,30.14,6.41,0.0971,6.34,1,5,1
50.21,174.22,0.0,5,484.26,1405.33,12.04,5.06,0.0351,2.26,2,1,0
30.96,413.02,0.1461,9,157.45,2751.59,37.17,17.44,0.1537,13.92,3,9,2
23.58,278.64,0.1725,16,161.27,2805.49,28.18,7.82,0.2104,12.27,4,6,2
67.28,230.91,0.0498,5,306.51,2127.44,17.1,7.22,0.0926,7.93,2,6,1
66.09,142.1,0.0548,3,378.94,1527.06,14.89,1.99,0.0092,0.5,0,0,0
28.64,396.19,0.1954,12,208.7,2595.87,23.36,12.41,0.2396,12.58,7,6,2
22.38,310.3,0.0867,19,222.47,1964.52,34.68,13.81,0.252,16.24,5,12,2
39.37,362.32,0.2237,11,255.68,1741.36,19.82,12.35,0.0959,15.47,7,7,2
39.76,218.16,0.0238,4,494.89,1521.85,15.87,5.12,0.0305,5.76,0,0,0
70.17,190.41,0.0999,2,267.09,1984.66,20.18,3.3,0.0948,9.89,1,3,1
49.13,189.42,0.0899,5,353.85,2265.28,15.58,8.19,0.0895,8.99,1,7,1
41.72,381.32,0.1215,9,205.24,2883.07,22.75,16.56,0.1753,16.67,5,11,2
58.44,205.0,0.11,5,278.03,1807.16,20.55,5.58,0.1437,12.71,1,4,1
56.22,173.72,0.0,2,515.01,1601.65,21.64,4.41,0.0259,1.39,0,2,0
58.6,197.86,0.0264,2,620.28,1400.21,17.6,1.17,0.0601,2.01,1,5,0
48.66,200.96,0.0169,2,394.59,1225.47,11.69,3.13,0.0531,5.1,0,3,0
27.3,271.48,0.1824,9,317.7,2038.55,24.91,4.06,0.0907,8.68,2,11,1
48.66,282.07,0.1375,5,294.95,1454.21,32.68,6.26,0.0952,8.31,1,6,1
78.53,200.47,0.0876,2,456.14,1377.21,12.31,1.18,0.0188,4.65,0,1,0
65.09,195.46,0.0266,1,378.02,1475.57,16.51,3.47,0.0452,3.53,0,4,0
62.08,190.26,0.0635,2,289.18,869.58,9.94,6.51,0.0231,4.17,1,3,0
65.16,194.4,0.0535,2,376.9,1322.83,18.16,3.59,0.0394,5.65,0,4,0
47.9,255.23,0.0925,6,268.39,1768.14,23.02,6.47,0.1355,5.22,0,4,1
37.49,377.58,0.1802,10,161.57,2812.59,34.94,13.74,0.1413,9.45,2,7,2
69.13,178.13,0.0813,3,300.61,1596.91,12.85,3.08,0.0449,2.92,0,3,0
36.19,330.67,0.1731,14,317.05,3088.84,31.25,15.88,0.2725,15.54,2,8,2
74.54,120.93,0.0412,4,355.48,1509.47,15.19,6.46,0.0769,5.36,0,4,0
58.13,371.88,0.1449,6,285.23,1999.11,17.06,5.34,0.1028,7.79,1,1,1
59.34,191.92,0.0259,1,470.12,1559.05,15.05,0.32,0.0174,5.74,0,1,0
27.57,418.59,0.2342,11,218.42,2423.11,27.25,19.82,0.2419,14.82,0,3,2
85.33,157.49,0.0334,4,414.72,1578.32,18.02,3.61,0.0087,5.03,1,3,0
38.73,297.71,0.0929,5,242.83,1858.48,25.46,9.36,0.0839,7.73,4,1,1
38.08,293.34,0.0837,10,359.57,1721.41,19.01,2.92,0.107,8.55,1,4,1
38.37,264.45,0.0782,7,312.02,1389.68,19.14,4.4,0.1289,10.96,3,4,1
17.86,292.35,0.1829,17,177.78,2103.43,25.37,13.13,0.2647,13.55,6,13,2
31.91,374.31,0.1718,8,133.56,3154.42,41.43,5.86,0.2221,12.25,8,6,2
25.99,449.94,0.1272,7,213.43,3814.61,27.41,19.6,0.0959,18.14,3,7,2
46.99,314.89,0.162,4,312.35,2071.83,24.33,5.04,0.1123,5.6,4,6,1
41.87,419.72,0.2385,6,125.57,2154.5,34.96,15.45,0.2158,18.38,8,2,2
30.16,308.45,0.2047,9,226.09,2281.69,29.98,13.83,0.1773,15.38,5,11,2
48.91,233.05,0.1211,7,248.35,1654.96,24.31,8.54,0.0855,4.21,2,6,1
58.45,247.14,0.0658,1,508.68,1152.65,15.41,5.75,0.0514,5.52,0,1,0
36.08,379.19,0.1658,16,133.39,2512.54,39.16,16.83,0.1079,19.59,3,8,2
70.49,172.05,0.1432,1,367.72,1302.98,19.35,3.6,0.0442,3.72,1,0,0
53.63,257.15,0.038,1,475.42,857.44,18.58,2.69,0.0332,4.76,0,0,0
17.16,453.26,0.1961,13,216.61,2414.23,27.14,12.25,0.1595,17.03,3,16,2
48.64,278.39,0.1178,11,308.68,1875.21,20.65,6.24,0.0908,7.09,1,2,1
62.53,173.2,0.0594,4,343.45,1408.9,12.53,3.8,0.0291,2.38,1,1,0
71.55,180.74,0.0532,3,496.52,1372.06,28.59,1.66,0.003,4.11,0,1,0
35.98,295.22,0.1547,7,279.78,2228.27,21.82,6.24,0.0993,4.72,1,9,1
43.68,281.3,0.0415,5,299.57,1510.19,24.37,3.84,0.0667,5.39,2,6,1
32.11,447.25,0.1986,9,187.65,2919.79,34.12,13.37,0.2325,10.72,4,6,2
11.13,264.71,0.1342,14,192.29,1945.61,22.56,11.96,0.2451,18.42,4,11,2
60.34,264.76,0.1112,5,431.12,1897.55,26.0,9.2,0.0594,10.87,2,3,1
42.2,218.24,0.0928,4,348.92,1983.95,13.73,6.29,0.0343,7.83,0,4,1
25.5,404.28,0.2261,8,279.98,1768.11,32.04,21.09,0.2467,11.24,2,14,2
63.81,165.88,0.0358,5,410.51,911.68,17.64,5.5,0.0165,6.72,0,5,0
25.49,420.76,0.1579,14,206.03,2545.15,30.15,2.56,0.1333,9.81,4,10,2
64.32,300.75,0.0848,4,359.84,1398.91,22.33,7.75,0.1392,6.8,0,8,1
43.38,278.44,0.0682,7,230.74,1309.93,26.04,7.12,0.0914,7.49,1,3,1
64.87,181.49,0.0054,3,466.87,1508.41,22.37,5.6,0.0525,4.68,0,3,0
24.41,335.16,0.2199,6,158.64,2543.03,34.17,20.63,0.1919,18.63,1,5,2
24.41,467.7,0.0914,13,227.42,2572.98,16.21,13.16,0.1448,15.14,5,3,2
27.27,294.48,0.2344,9,204.09,1991.41,20.71,18.19,0.2558,16.39,1,10,2
25.37,410.15,0.1505,11,203.09,1850.77,17.11,12.89,0.138,11.43,3,9,2
39.37,231.02,0.1223,4,350.35,1966.62,16.41,5.0,0.0969,8.13,1,4,1
34.04,351.63,0.2094,9,181.64,2784.41,38.47,12.3,0.1493,10.93,7,9,2
68.57,294.82,0.0391,0,352.35,913.48,17.22,4.69,0.0118,6.33,0,0,0
45.64,300.77,0.1292,5,251.27,2211.25,26.43,4.52,0.0829,4.58,1,4,1
28.64,386.36,0.1151,17,219.01,2951.14,33.11,15.68,0.1677,13.21,4,6,2
53.08,330.83,0.0794,6,334.94,1226.02,18.11,6.4,0.0561,9.23,1,3,1
36.59,334.69,0.1293,8,372.83,1412.26,14.49,7.43,0.1449,5.97,3,3,1
35.43,419.49,0.1939,8,148.89,2341.38,25.26,19.85,0.1919,7.61,3,7,2
81.98,184.07,0.0514,4,323.28,1640.52,5.29,4.86,0.0461,4.58,1,0,0
48.27,217.27,0.1525,5,330.26,1537.32,15.36,7.52,0.0788,4.34,2,4,1
66.32,138.69,0.0508,2,403.99,1224.49,6.96,2.46,0.0382,3.86,1,2,0
38.3,369.54,0.2075,12,176.61,1748.26,23.55,5.8,0.2639,14.31,5,15,2
67.38,192.02,0.0543,1,362.76,952.84,16.14,2.25,0.0796,3.94,0,0,0
44.49,214.52,0.0181,6,265.39,1949.73,23.03,7.6,0.0874,7.3,0,2,1
49.92,223.84,0.0706,3,378.32,1170.66,14.16,5.34,0.0094,7.9,1,2,0
51.74,269.52,0.1448,1,295.92,1868.83,23.37,8.07,0.0979,12.3,1,4,1
62.33,175.94,0.0,2,370.57,1219.81,10.45,4.05,0.0477,6.11,0,1,0
53.18,123.37,0.0439,5,487.52,1116.61,10.56,3.26,0.0523,3.62,0,2,0
59.79,175.51,0.0681,1,395.55,1229.77,14.53,4.81,0.0143,2.9,0,2,0
43.19,216.68,0.1015,8,260.0,1835.53,23.92,9.35,0.1093,7.1,2,7,1
48.72,219.92,0.0562,2,237.2,1785.02,18.45,6.01,0.1012,7.51,0,2,1
61.61,159.91,0.0587,1,421.91,1400.98,14.4,2.81,0.023,3.41,0,3,0
59.73,221.05,0.0528,3,372.57,1149.67,10.37,2.5,0.0516,4.72,0,4,0
40.95,382.09,0.105,14,120.63,2194.06,29.78,4.57,0.1883,17.51,2,6,2
42.2,216.24,0.0967,4,305.62,2114.16,18.07,7.47,0.0635,5.94,2,5,1
53.98,296.58,0.1048,5,190.04,1678.25,22.92,7.74,0.1115,6.96,1,4,1
55.91,261.79,0.1453,10,269.75,2024.18,21.54,6.8,0.0734,8.57,1,2,1
51.39,258.54,0.0466,6,301.32,1966.43,18.08,7.99,0.0859,7.73,1,3,1
36.63,415.13,0.1479,8,143.21,2458.69,27.98,9.23,0.2151,14.32,12,8,2
63.65,269.12,0.0393,2,357.67,1279.77,11.75,2.41,0.0762,3.38,0,2,0
45.59,181.34,0.0554,3,319.67,1183.36,14.42,3.1,0.0421,5.11,0,0,0
46.31,286.59,0.1164,9,207.85,2445.59,31.3,19.73,0.1453,12.6,7,7,2
63.06,240.51,0.0907,5,268.26,1783.86,21.04,10.76,0.0638,9.09,0,3,1
64.02,258.1,0.1142,11,262.11,1166.87,21.4,7.65,0.0942,8.82,1,0,1
46.04,227.46,0.0516,5,245.36,1122.38,26.38,5.96,0.1054,8.44,1,2,1
50.56,209.79,0.0024,3,471.02,1588.53,22.07,3.67,0.0349,4.61,1,0,0
71.52,221.77,0.0402,0,530.06,974.69,7.97,4.85,0.0573,4.18,0,2,0
64.14,190.9,0.0177,3,291.65,1103.57,9.34,3.09,0.0201,5.13,0,1,0
38.06,327.6,0.1366,10,198.0,2942.76,35.97,11.46,0.2046,20.06,5,10,2
33.1,354.26,0.2062,9,99.95,2504.75,26.34,15.91,0.18,17.05,2,7,2
28.86,346.04,0.2001,12,261.95,2257.79,34.16,11.03,0.187,10.2,4,11,2
